'Année','Athlète','Position','Age','Equipe','Matchs joués','%3Points','%2Points','Passes','Points'
2014,'Zaza Pachulia','C',29,'MIL',53,0,'0.428',136,408
2014,'Jannero Pargo','PG',34,'CHA',29,'0.4','0.483',52,136
2014,'Tony Parker','PG',31,'SAS',68,'0.373','0.509',388,1134
2014,'Chandler Parsons','SF',25,'HOU',74,'0.37','0.528',298,1226
2014,'Patrick Patterson','PF',24,'TOT',65,'0.364','0.503',78,555
2014,'Patrick Patterson','PF',24,'SAC',17,'0.231','0.494',15,118
2014,'Patrick Patterson','PF',24,'TOR',48,'0.411','0.506',63,437
2014,'Chris Paul','PG',28,'LAC',62,'0.368','0.498',663,1185
2014,'Nikola Pekovic','C',28,'MIN',54,'0','0.541',50,944
2014,'Kendrick Perkins','C',29,'OKC',62,0,'0.453',67,211
2014,'Paul Pierce','SF',36,'BRK',75,'0.373','0.507',178,1010
2014,'Dexter Pittman','C',25,'ATL',2,'0',0,0,0
2014,'Mason Plumlee','C',23,'BRK',70,0,'0.666',60,520
2014,'Miles Plumlee','C',25,'PHO',80,'0','0.517',43,646
2014,'Quincy Pondexter','SG',25,'MEM',15,'0.324','0.444',20,94
2014,'Otto Porter','SF',20,'WAS',37,'0.19','0.414',10,78
2014,'Josh Powell','PF',31,'HOU',1,'0','0.333',0,4
2014,'Phil Pressey','PG',22,'BOS',75,'0.264','0.34',241,213
2014,'A.J. Price','SG',27,'MIN',28,'0.273','0.542',13,44
2014,'Ronnie Price','SG',30,'ORL',31,'0.209','0.388',66,74
2014,'Pablo Prigioni','PG',36,'NYK',66,'0.464','0.451',228,252
2014,'Tayshaun Prince','SF',33,'MEM',76,'0.29','0.426',119,454
2014,'Miroslav Raduljica','C',26,'MIL',48,'0','0.54',23,181
2014,'Anthony Randolph','PF',24,'DEN',43,'0.295','0.435',32,206
2014,'Shavlik Randolph','PF',30,'PHO',14,'0','0.5',1,20
2014,'Zach Randolph','PF',32,'MEM',79,'0.1','0.474',200,1372
2014,'J.J. Redick','SG',29,'LAC',35,'0.395','0.507',78,532
2014,'Glen Rice','SG',23,'WAS',11,'0.294','0.3',7,32
2014,'Luke Ridnour','PG',32,'TOT',61,'0.343','0.406',176,306
2014,'Luke Ridnour','PG',32,'MIL',36,'0.368','0.391',122,206
2014,'Luke Ridnour','PG',32,'CHA',25,'0.3','0.441',54,100
2014,'Austin Rivers','PG',21,'NOP',69,'0.364','0.416',160,530
2014,'Andre Roberson','SG',22,'OKC',40,'0.154','0.564',15,75
2014,'Brian Roberts','PG',28,'NOP',72,'0.36','0.447',234,677
2014,'Nate Robinson','PG',29,'DEN',44,'0.377','0.463',112,457
2014,'Thomas Robinson','PF',22,'POR',70,0,'0.483',34,339
2014,'Rajon Rondo','PG',27,'BOS',30,'0.289','0.442',294,350
2014,'Derrick Rose','PG',25,'CHI',10,'0.34','0.359',43,159
2014,'Terrence Ross','SG',22,'TOR',81,'0.395','0.458',79,879
2014,'Ricky Rubio','PG',23,'MIN',82,'0.331','0.393',704,781
2014,'Brandon Rush','SG',28,'UTA',38,'0.34','0.326',24,79
2014,'Robert Sacre','C',24,'LAL',65,'0','0.477',51,350
2014,'John Salmons','SG-SF',34,'TOT',78,'0.387','0.348',147,403
2014,'John Salmons','SF',34,'SAC',18,'0.381','0.333',44,105
2014,'John Salmons','SG',34,'TOR',60,'0.388','0.354',103,298
2014,'Larry Sanders','C',25,'MIL',23,0,'0.472',19,178
2014,'Dennis Schroder','PG',20,'ATL',49,'0.238','0.425',93,183
2014,'Luis Scola','PF',33,'IND',82,'0.143','0.474',81,626
2014,'Mike Scott','PF',25,'ATL',80,'0.31','0.558',75,767
2014,'Thabo Sefolosha','SG',29,'OKC',61,'0.316','0.495',94,383
2014,'Kevin Seraphin','C',24,'WAS',53,'0','0.505',17,249
2014,'Ramon Sessions','PG',27,'TOT',83,'0.282','0.457',340,1021
2014,'Ramon Sessions','PG',27,'CHA',55,'0.221','0.441',206,578
2014,'Ramon Sessions','PG',27,'MIL',28,'0.357','0.484',134,443
2014,'Mustafa Shakur','PG',29,'OKC',3,0,0,4,1
2014,'Tornike Shengelia','SF',22,'TOT',26,0,'0.591',14,29
2014,'Tornike Shengelia','SF',22,'BRK',17,0,'0.611',12,25
2014,'Tornike Shengelia','SF',22,'CHI',9,'0','0.5',2,4
2014,'Iman Shumpert','SG',23,'NYK',74,'0.333','0.418',129,495
2014,'Alexey Shved','SG',25,'MIN',63,'0.294','0.341',68,250
2014,'Henry Sims','C',23,'TOT',46,0,'0.476',52,350
2014,'Henry Sims','C',23,'CLE',20,'0','0.4',5,44
2014,'Henry Sims','C',23,'PHI',26,0,'0.491',47,306
2014,'Kyle Singler','SF',25,'DET',82,'0.382','0.492',75,784
2014,'Chris Singleton','SF',24,'WAS',25,'0.368','0.375',6,75
2014,'Peyton Siva','SG',23,'DET',24,'0.28','0.344',34,54
2014,'Donald Sloan','SG',26,'IND',48,'0.238','0.453',50,110
2014,'Greg Smith','C',23,'HOU',11,'0','0.643',0,38
2014,'Ish Smith','PG',25,'PHO',70,'0.043','0.457',179,261
2014,'J.R. Smith','SF',28,'NYK',74,'0.394','0.436',219,1071
2014,'Jason Smith','PF',27,'NOP',31,'0','0.465',29,301
2014,'Josh Smith','SF',28,'DET',77,'0.264','0.462',252,1264
2014,'Tony Snell','SG',22,'CHI',77,'0.32','0.456',68,346
2014,'James Southerland','SF',23,'TOT',4,'0.5','0.222',0,14
2014,'James Southerland','SF',23,'CHA',1,0,0,0,0
2014,'James Southerland','SF',23,'NOP',3,'0.6','0.286',0,14
2014,'Marreese Speights','C',26,'GSW',79,'0.258','0.455',32,508
2014,'Tiago Splitter','C',29,'SAS',59,0,'0.528',90,483
2014,'D.J. Stephens','SG',23,'MIL',3,'0','0.429',0,7
2014,'Lance Stephenson','SG',23,'IND',78,'0.352','0.545',359,1080
2014,'Greg Stiemsma','C',28,'NOP',55,0,'0.579',36,159
2014,'Julyan Stone','SG',25,'TOR',21,'0.25','0.556',12,18
2014,'Amar''e Stoudemire','C',31,'NYK',65,'0','0.557',34,772
2014,'Rodney Stuckey','SG',27,'DET',73,'0.273','0.455',152,1012
2014,'Jared Sullinger','PF',21,'BOS',74,'0.269','0.475',118,982
2014,'Jeffery Taylor','SF',24,'CHA',26,'0.269','0.424',22,208
2014,'Tyshawn Taylor','PG',23,'BRK',23,'0.25','0.354',36,89
2014,'Jeff Teague','PG',25,'ATL',79,'0.329','0.469',528,1304
2014,'Marquis Teague','SG',20,'TOT',40,'0.278','0.327',58,107
2014,'Marquis Teague','SG',20,'CHI',19,'0.2','0.25',28,45
2014,'Marquis Teague','SG',20,'BRK',21,'0.375','0.422',30,62
2014,'Mirza Teletovic','SF',28,'BRK',72,'0.39','0.472',57,622
2014,'Garrett Temple','SG',27,'WAS',75,'0.207','0.402',72,138
2014,'Jason Terry','PG',36,'BRK',35,'0.379','0.327',56,159
2014,'Hasheem Thabeet','C',26,'OKC',23,'0','0.565',1,27
2014,'Adonis Thomas','SF',20,'TOT',6,'0.2','0.556',3,14
2014,'Adonis Thomas','SF',20,'ORL',4,0,'0.5',2,7
2014,'Adonis Thomas','SF',20,'PHI',2,'0.5','0.667',1,7
2014,'Isaiah Thomas','PG',24,'SAC',72,'0.349','0.504',454,1465
2014,'Lance Thomas','SF',25,'NOP',5,'0','0.222',3,6
2014,'Malcolm Thomas','PF',25,'TOT',8,'0.25','0.5',2,15
2014,'Malcolm Thomas','PF',25,'SAS',1,'0','0.25',0,2
2014,'Malcolm Thomas','PF',25,'UTA',7,'0.25','0.625',2,13
2014,'Hollis Thompson','SF',22,'PHI',77,'0.401','0.507',73,461
2014,'Jason Thompson','PF',27,'SAC',82,'0','0.506',53,586
2014,'Klay Thompson','SG',23,'GSW',81,'0.417','0.464',181,1488
2014,'Tristan Thompson','PF',22,'CLE',82,0,'0.478',72,961
2014,'Marcus Thornton','SG',26,'TOT',72,'0.345','0.443',77,703
2014,'Marcus Thornton','SG',26,'SAC',46,'0.318','0.438',47,383
2014,'Marcus Thornton','SG',26,'BRK',26,'0.38','0.45',30,320
2014,'Jamaal Tinsley','PG',35,'UTA',8,'0.067','0.6',23,9
2014,'Anthony Tolliver','PF',28,'CHA',64,'0.413','0.45',42,393
2014,'P.J. Tucker','SF',28,'PHO',81,'0.387','0.45',141,760
2014,'Ronny Turiaf','C',31,'MIN',31,'0','0.598',24,149
2014,'Hedo Turkoglu','SF',34,'LAC',38,'0.44','0.339',33,115
2014,'Evan Turner','SF',25,'TOT',81,'0.321','0.444',262,1131
2014,'Evan Turner','SF',25,'PHI',54,'0.288','0.455',198,939
2014,'Evan Turner','SF',25,'IND',27,'0.5','0.398',64,192
2014,'Jeremy Tyler','C',22,'NYK',41,'0','0.517',8,146
2014,'Ekpe Udoh','PF',26,'MIL',42,'0','0.399',31,144
2014,'Beno Udrih','SG',31,'TOT',41,'0.452','0.434',116,200
2014,'Beno Udrih','SG',31,'NYK',31,'0.425','0.425',110,173
2014,'Beno Udrih','SG',31,'MEM',10,1,'0.5',6,27
2014,'Jonas Valanciunas','C',21,'TOR',81,0,'0.532',57,916
2014,'Anderson Varejao','C',31,'CLE',65,0,'0.502',140,546
2014,'Jarvis Varnado','PF',25,'TOT',24,'0','0.6',13,99
2014,'Jarvis Varnado','PF',25,'PHI',23,'0','0.6',13,99
2014,'Greivis Vasquez','SG-PG',27,'TOT',79,'0.377','0.455',323,758
2014,'Greivis Vasquez','PG',27,'SAC',18,'0.32','0.49',95,176
2014,'Greivis Vasquez','SG',27,'TOR',61,'0.389','0.442',228,582
2014,'Jan Vesely','PF',23,'TOT',54,'0','0.514',21,197
2014,'Jan Vesely','PF',23,'WAS',33,'0','0.522',10,104
2014,'Jan Vesely','PF',23,'DEN',21,'0','0.506',11,93
2014,'Charlie Villanueva','PF',29,'DET',20,'0.25','0.583',6,92
2014,'Nikola Vucevic','C',23,'ORL',57,'0','0.507',104,811
2014,'Sasha Vujacic','SG',29,'LAC',2,'0.5','0.333',0,5
2014,'Dwyane Wade','SG',32,'MIA',54,'0.281','0.557',252,1028
2014,'Dion Waiters','SG',22,'CLE',70,'0.368','0.455',209,1113
2014,'Kemba Walker','PG',23,'CHA',73,'0.333','0.417',447,1289
2014,'John Wall','PG',23,'WAS',82,'0.351','0.458',721,1583
2014,'Gerald Wallace','SF',31,'BOS',58,'0.297','0.584',143,298
2014,'Casper Ware','PG',24,'PHI',9,'0.333','0.524',10,48
2014,'C.J. Watson','PG',29,'IND',63,'0.366','0.492',107,414
2014,'Earl Watson','PG',34,'POR',24,'0.286','0.25',28,12
2014,'Maalik Wayns','PG',22,'LAC',2,'0','0.5',2,2
2014,'Martell Webster','SF',27,'WAS',78,'0.392','0.502',97,759
2014,'David West','PF',33,'IND',80,'0.267','0.491',223,1118
2014,'Russell Westbrook','PG',25,'OKC',46,'0.318','0.482',319,1002
2014,'D.J. White','PF',27,'CHA',2,'0',0,0,0
2014,'Royce White','PF',22,'SAC',3,'0',0,0,0
2014,'Deron Williams','PG',29,'BRK',64,'0.366','0.5',392,915
2014,'Derrick Williams','SF-PF',22,'TOT',78,'0.263','0.47',56,624
2014,'Derrick Williams','PF',22,'MIN',11,'0.133','0.436',1,54
2014,'Derrick Williams','SF',22,'SAC',67,'0.286','0.474',55,570
2014,'Elliot Williams','SG',24,'PHI',67,'0.296','0.486',72,404
2014,'Lou Williams','PG',27,'ATL',60,'0.342','0.45',210,625
2014,'Marvin Williams','PF',27,'UTA',66,'0.359','0.503',78,603
2014,'Mo Williams','PG',31,'POR',74,'0.369','0.441',321,721
2014,'Reggie Williams','SF',27,'OKC',3,'0.333','0.667',1,11
2014,'Shawne Williams','PF',27,'LAL',36,'0.326','0.492',30,202
2014,'Jeff Withey','C',23,'NOP',58,0,'0.539',26,190
2014,'Nate Wolters','PG',22,'MIL',58,'0.29','0.465',187,417
2014,'Metta World','SF',34,'NYK',29,'0.315','0.448',17,139
2014,'Brandan Wright','C',26,'DAL',58,'0','0.677',31,525
2014,'Chris Wright','SF',25,'MIL',8,0,'0.618',5,48
2014,'Dorell Wright','SF',28,'POR',68,'0.342','0.442',64,343
2014,'Tony Wroten','PG',20,'PHI',72,'0.213','0.492',217,939
2014,'Nick Young','SG',28,'LAL',64,'0.386','0.468',95,1144
2014,'Thaddeus Young','PF',25,'PHI',79,'0.308','0.496',182,1417
2014,'Cody Zeller','C',21,'CHA',82,0,'0.427',92,490
2014,'Tyler Zeller','C',24,'CLE',70,0,'0.54',36,399
2015,'Quincy Acy','PF',24,'NYK',68,'0.3','0.494',68,398
2015,'Jordan Adams','SG',20,'MEM',30,'0.4','0.41',16,94
2015,'Steven Adams','C',21,'OKC',70,0,'0.547',66,537
2015,'Jeff Adrien','PF',28,'MIN',17,'0','0.432',15,60
2015,'Arron Afflalo','SG',29,'TOT',78,'0.354','0.466',129,1035
2015,'Arron Afflalo','SG',29,'DEN',53,'0.337','0.481',101,771
2015,'Arron Afflalo','SG',29,'POR',25,'0.4','0.423',28,264
2015,'Alexis Ajinca','C',26,'NOP',68,'0','0.55',47,443
2015,'Furkan Aldemir','PF',23,'PHI',41,0,'0.548',28,93
2015,'Cole Aldrich','C',26,'NYK',61,'0','0.478',75,338
2015,'LaMarcus Aldridge','PF',29,'POR',71,'0.352','0.475',124,1661
2015,'Lavoy Allen','C',25,'IND',63,'0','0.472',73,315
2015,'Tony Allen','SG',33,'MEM',63,'0.345','0.505',86,539
2015,'Al-Farouq Aminu','SF',24,'DAL',74,'0.274','0.485',59,412
2015,'Lou Amundson','PF',32,'TOT',53,0,'0.429',70,259
2015,'Lou Amundson','PF',32,'CLE',12,'0','0.333',5,11
2015,'Lou Amundson','PF',32,'NYK',41,0,'0.434',65,248
2015,'Chris Andersen','C',36,'MIA',60,'0.308','0.598',43,320
2015,'Alan Anderson','SG',32,'BRK',74,'0.348','0.53',83,545
2015,'Kyle Anderson','SF',21,'SAS',33,'0.273','0.359',28,74
2015,'Ryan Anderson','PF',26,'NOP',61,'0.34','0.457',55,833
2015,'Giannis Antetokounmpo','SG',20,'MIL',81,'0.159','0.511',207,1030
2015,'Carmelo Anthony','SF',30,'NYK',40,'0.341','0.474',122,966
2015,'Joel Anthony','C',32,'DET',49,'0','0.581',5,87
2015,'Pero Antic','C',32,'ATL',63,'0.301','0.455',49,356
2015,'Trevor Ariza','SF',29,'HOU',82,'0.35','0.485',209,1048
2015,'Darrell Arthur','PF',26,'DEN',58,'0.236','0.471',57,382
2015,'Omer Asik','C',28,'NOP',76,'0','0.517',72,557
2015,'D.J. Augustin','PG',27,'TOT',82,'0.337','0.436',353,777
2015,'D.J. Augustin','PG',27,'DET',54,'0.327','0.45',265,574
2015,'D.J. Augustin','PG',27,'OKC',28,'0.354','0.389',88,203
2015,'Jeff Ayres','PF',27,'SAS',51,'0','0.579',14,137
2015,'Luke Babbitt','SF',25,'NOP',63,'0.513','0.429',24,256
2015,'Cameron Bairstow','PF',24,'CHI',18,'0','0.214',1,10
2015,'Leandro Barbosa','SG',32,'GSW',66,'0.384','0.511',99,467
2015,'J.J. Barea','PG',30,'DAL',77,'0.323','0.463',263,580
2015,'Andrea Bargnani','C',29,'NYK',29,'0.366','0.466',46,430
2015,'Harrison Barnes','SF',22,'GSW',82,'0.405','0.519',116,827
2015,'Matt Barnes','SF',34,'LAC',76,'0.362','0.569',114,764
2015,'Earl Barron','C',33,'PHO',16,'0.5','0.286',5,32
2015,'Will Barton','SG',24,'TOT',58,'0.271','0.474',81,397
2015,'Will Barton','SG',24,'POR',30,'0.222','0.415',27,90
2015,'Will Barton','SG',24,'DEN',28,'0.284','0.5',54,307
2015,'Brandon Bass','PF',29,'BOS',82,'0.281','0.515',104,866
2015,'Nicolas Batum','SF',26,'POR',71,'0.324','0.481',341,664
2015,'Jerryd Bayless','PG',26,'MIL',77,'0.308','0.462',233,598
2015,'Aron Baynes','C',28,'SAS',70,'0.25','0.57',35,461
2015,'Kent Bazemore','SG',25,'ATL',75,'0.364','0.467',78,390
2015,'Bradley Beal','SG',21,'WAS',63,'0.409','0.434',194,962
2015,'Michael Beasley','PF',26,'MIA',24,'0.235','0.472',32,212
2015,'Marco Belinelli','SG',28,'SAS',62,'0.374','0.471',94,568
2015,'Anthony Bennett','PF',21,'MIN',57,'0.304','0.431',48,298
2015,'Patrick Beverley','PG',26,'HOU',56,'0.356','0.426',192,568
2015,'Sim Bhullar','C',22,'SAC',3,'0','0.5',1,2
2015,'Bismack Biyombo','C',22,'CHO',64,'0','0.543',16,304
2015,'Tarik Black','C',23,'TOT',63,0,'0.577',42,379
2015,'Tarik Black','C',23,'HOU',25,0,'0.549',8,105
2015,'Tarik Black','C',23,'LAL',38,'0','0.589',34,274
2015,'DeJuan Blair','PF',25,'WAS',29,'0','0.456',3,56
2015,'Steve Blake','PG',34,'POR',81,'0.352','0.417',288,350
2015,'Eric Bledsoe','PG',25,'PHO',81,'0.324','0.491',493,1377
2015,'Vander Blue','SG',22,'LAL',2,'0.2','0.35',8,22
2015,'Bojan Bogdanovic','SF',25,'BRK',78,'0.355','0.531',68,700
2015,'Andrew Bogut','C',30,'GSW',67,'0','0.563',180,422
2015,'Matt Bonner','PF',34,'SAS',72,'0.365','0.462',47,264
2015,'Trevor Booker','PF',27,'UTA',79,'0.345','0.518',83,567
2015,'Carlos Boozer','PF',33,'LAL',71,'0','0.499',95,836
2015,'Chris Bosh','C',30,'MIA',44,'0.375','0.485',95,928
2015,'Avery Bradley','SG',24,'BOS',77,'0.352','0.47',135,1071
2015,'Elton Brand','C',35,'ATL',36,0,'0.447',22,96
2015,'Corey Brewer','SF',28,'TOT',80,'0.268','0.491',173,917
2015,'Corey Brewer','SF',28,'MIN',24,'0.195','0.467',78,251
2015,'Corey Brewer','SF',28,'HOU',56,'0.284','0.503',95,666
2015,'Aaron Brooks','PG',30,'CHI',82,'0.387','0.442',261,954
2015,'Jabari Brown','SG',22,'LAL',19,'0.371','0.435',40,227
2015,'Lorenzo Brown','PG',24,'MIN',29,'0.214','0.489',90,122
2015,'Markel Brown','SG',23,'BRK',47,'0.266','0.404',39,216
2015,'Shannon Brown','SG',29,'MIA',5,'0.429','0.333',3,20
2015,'Kobe Bryant','SG',36,'LAL',35,'0.293','0.401',197,782
2015,'Chase Budinger','SF',26,'MIN',67,'0.364','0.474',64,457
2015,'Reggie Bullock','SF',23,'TOT',36,'0.326','0.375',8,69
2015,'Reggie Bullock','SF',23,'LAC',25,'0.385','0.533',6,65
2015,'Reggie Bullock','SF',23,'PHO',11,0,'0.111',2,4
2015,'Trey Burke','PG',22,'UTA',76,'0.318','0.4',328,973
2015,'Alec Burks','SG',23,'UTA',27,'0.382','0.409',82,374
2015,'Caron Butler','SF',34,'DET',78,'0.379','0.441',79,460
2015,'Jimmy Butler','SG',25,'CHI',65,'0.378','0.484',212,1301
2015,'Rasual Butler','SF',35,'WAS',75,'0.387','0.45',63,580
2015,'Dwight Buycks','PG',25,'LAL',6,'0.636','0.379',14,52
2015,'Will Bynum','SG',32,'WAS',7,0,'0.455',18,22
2015,'Bruno Caboclo','SF',19,'TOR',8,'0.667','0.222',0,10
2015,'Nick Calathes','SG',25,'MEM',58,'0.256','0.456',146,243
2015,'Jose Calderon','PG',33,'NYK',42,'0.415','0.415',198,382
2015,'Kentavious Caldwell-Pope','SG',21,'DET',82,'0.345','0.449',109,1043
2015,'Isaiah Canaan','PG',23,'TOT',47,'0.37','0.417',98,432
2015,'Isaiah Canaan','PG',23,'HOU',25,'0.381','0.447',29,154
2015,'Isaiah Canaan','PG',23,'PHI',22,'0.364','0.4',69,278
2015,'Clint Capela','C',20,'HOU',12,'0','0.483',2,32
2015,'DeMarre Carroll','SF',28,'ATL',70,'0.395','0.567',118,883
2015,'Vince Carter','SG',38,'MEM',66,'0.297','0.379',79,384
2015,'Michael Carter-Williams','PG',23,'TOT',66,'0.235','0.428',442,966
2015,'Michael Carter-Williams','PG',23,'PHI',41,'0.256','0.412',302,613
2015,'Michael Carter-Williams','PG',23,'MIL',25,'0.143','0.457',140,353
2015,'Omri Casspi','SF',26,'SAC',67,'0.402','0.512',102,593
2015,'Mario Chalmers','PG',28,'MIA',80,'0.294','0.467',307,813
2015,'Tyson Chandler','C',32,'DAL',75,'0','0.666',84,771
2015,'Wilson Chandler','SF',27,'DEN',78,'0.342','0.49',134,1085
2015,'Will Cherry','PG',23,'CLE',8,'0.222','0.3',8,15
2015,'Patrick Christopher','SG',26,'UTA',4,0,'0.375',0,6
2015,'Earl Clark','PF',27,'BRK',10,'0.286','0.438',3,27
2015,'Ian Clark','SG',23,'TOT',30,'0.333','0.36',12,57
2015,'Ian Clark','SG',23,'UTA',23,'0.36','0.316',10,44
2015,'Ian Clark','SG',23,'DEN',7,'0.2','0.5',2,13
2015,'Jordan Clarkson','PG',22,'LAL',59,'0.314','0.482',206,703
2015,'Victor Claver','SF',26,'POR',10,'0.545','0.333',1,24
2015,'Norris Cole','PG',26,'TOT',75,'0.313','0.458',255,573
2015,'Norris Cole','PG',26,'MIA',47,'0.265','0.446',165,295
2015,'Norris Cole','PG',26,'NOP',28,'0.378','0.472',90,278
2015,'Darren Collison','PG',27,'SAC',45,'0.373','0.514',252,725
2015,'Nick Collison','PF',34,'OKC',66,'0.267','0.466',90,273
2015,'Mike Conley','PG',27,'MEM',70,'0.386','0.473',375,1107
2015,'Jack Cooley','PF',23,'UTA',16,'0','0.409',1,27
2015,'Chris Copeland','SF',30,'IND',50,'0.311','0.42',51,309
2015,'Bryce Cotton','PG',22,'UTA',15,'0.35','0.449',15,80
2015,'DeMarcus Cousins','C',24,'SAC',59,'0.25','0.469',210,1421
2015,'Robert Covington','SF',24,'PHI',70,'0.374','0.426',105,943
2015,'Allen Crabbe','SG',22,'POR',51,'0.353','0.485',39,168
2015,'Jamal Crawford','SG',34,'LAC',64,'0.327','0.448',158,1010
2015,'Jae Crowder','SF',24,'TOT',82,'0.293','0.499',94,628
2015,'Jae Crowder','SF',24,'DAL',25,'0.342','0.526',12,89
2015,'Jae Crowder','SF',24,'BOS',57,'0.282','0.495',82,539
2015,'Dante Cunningham','PF',27,'NOP',66,'0.1','0.468',50,340
2015,'Jared Cunningham','SG',23,'LAC',19,'0.308','0.4',10,35
2015,'Seth Curry','PG',24,'PHO',2,0,0,1,0
2015,'Stephen Curry','PG',26,'GSW',80,'0.443','0.528',619,1900
2015,'Samuel Dalembert','C',33,'NYK',32,'0','0.438',29,128
2015,'Troy Daniels','SG',23,'TOT',47,'0.364','0.383',22,176
2015,'Troy Daniels','SG',23,'HOU',17,'0.302','0.5',4,46
2015,'Troy Daniels','SG',23,'MIN',19,'0.333','0.3',13,53
2015,'Troy Daniels','SG',23,'CHO',11,'0.472','0.435',5,77
2015,'Luigi Datome','SF',27,'TOT',21,'0.45','0.51',9,105
2015,'Luigi Datome','SF',27,'DET',3,'0.25','0.5',2,11
2015,'Luigi Datome','SF',27,'BOS',18,'0.472','0.512',7,94
2015,'Brandon Davies','PF',23,'TOT',27,'0.235','0.456',30,142
2015,'Brandon Davies','PF',23,'PHI',20,'0.233','0.472',28,126
2015,'Brandon Davies','PF',23,'BRK',7,'0.25','0.357',2,16
2015,'Anthony Davis','PF',21,'NOP',68,'0.083','0.54',149,1656
2015,'Ed Davis','PF',25,'LAL',79,'0','0.601',94,656
2015,'Glen Davis','PF',29,'LAC',74,0,'0.466',39,294
2015,'Andre Dawkins','SG',23,'MIA',4,'0.167','0',1,3
2015,'Austin Daye','SF',26,'TOT',34,'0.338','0.371',17,129
2015,'Austin Daye','SF',26,'SAS',26,'0.333','0.362',9,103
2015,'Austin Daye','SF',26,'ATL',8,'0.357','0.417',8,26
2015,'Dewayne Dedmon','C',25,'ORL',59,0,'0.565',9,216
2015,'Matthew Dellavedova','SG',24,'CLE',67,'0.407','0.307',204,319
2015,'Luol Deng','SF',29,'MIA',72,'0.355','0.513',139,1007
2015,'DeMar DeRozan','SG',25,'TOR',60,'0.284','0.426',210,1204
2015,'Boris Diaw','PF',32,'SAS',81,'0.32','0.512',233,708
2015,'Gorgui Dieng','C',25,'MIN',73,'0.167','0.51',146,710
2015,'Spencer Dinwiddie','PG',21,'DET',34,'0.185','0.375',104,145
2015,'Joey Dorsey','PF',31,'HOU',69,0,'0.556',25,184
2015,'Toney Douglas','SG',28,'NOP',12,'0.278','0.424',24,51
2015,'Chris Douglas-Roberts','SG',28,'LAC',12,'0.143','0.286',4,19
2015,'Goran Dragic','SG-PG',28,'TOT',78,'0.347','0.555',350,1275
2015,'Goran Dragic','SG',28,'PHO',52,'0.355','0.556',211,843
2015,'Goran Dragic','PG',28,'MIA',26,'0.329','0.552',139,432
2015,'Zoran Dragic','SG',25,'TOT',16,'0.214','0.5',5,28
2015,'Zoran Dragic','SG',25,'PHO',6,0,'0.667',1,6
2015,'Zoran Dragic','SG',25,'MIA',10,'0.333','0.462',4,22
2015,'Larry Drew','PG',24,'PHI',12,'0.154','0.5',45,46
2015,'Andre Drummond','C',21,'DET',82,0,'0.515',55,1130
2015,'Jared Dudley','SG',29,'MIL',72,'0.385','0.537',130,518
2015,'Tim Duncan','C',38,'SAS',77,'0.286','0.514',230,1070
2015,'Mike Dunleavy','SF',34,'CHI',63,'0.407','0.468',114,595
2015,'Kevin Durant','SF',26,'OKC',27,'0.403','0.565',110,686
2015,'Cleanthony Early','SF',23,'NYK',39,'0.262','0.415',36,210
2015,'Wayne Ellington','SG',27,'LAL',65,'0.37','0.439',105,650
2015,'Monta Ellis','SG',29,'DAL',80,'0.285','0.487',329,1513
2015,'James Ennis','SF',24,'MIA',62,'0.326','0.461',48,312
2015,'Tyler Ennis','PG',20,'TOT',33,'0.279','0.396',73,121
2015,'Tyler Ennis','PG',20,'PHO',8,'0.333','0.467',14,22
2015,'Tyler Ennis','PG',20,'MIL',25,'0.27','0.384',59,99
2015,'Jeremy Evans','SF',27,'UTA',38,'0.4','0.566',13,90
2015,'Reggie Evans','PF',34,'SAC',47,0,'0.43',32,176
2015,'Tyreke Evans','SG',25,'NOP',79,'0.304','0.482',521,1313
2015,'Dante Exum','PG',19,'UTA',82,'0.314','0.408',198,393
2015,'Festus Ezeli','C',25,'GSW',46,'0','0.547',9,201
2015,'Kenneth Faried','PF',25,'DEN',75,'0.125','0.511',89,946
2015,'Jordan Farmar','PG',28,'LAC',36,'0.361','0.426',67,167
2015,'Derrick Favors','PF',23,'UTA',74,'0.167','0.527',112,1187
2015,'Raymond Felton','PG',30,'DAL',29,'0.294','0.458',41,108
2015,'Landry Fields','SF',26,'TOR',26,'0.5','0.487',15,46
2015,'Evan Fournier','SG',22,'ORL',58,'0.378','0.48',120,698
2015,'Randy Foye','SG',31,'DEN',50,'0.357','0.388',119,435
2015,'Jamaal Franklin','SG',23,'DEN',3,'0.5','0',3,3
2015,'Tim Frazier','PG',24,'TOT',11,'0.294','0.364',60,57
2015,'Tim Frazier','PG',24,'PHI',6,'0.273','0.313',43,34
2015,'Tim Frazier','PG',24,'POR',5,'0.333','0.5',17,23
2015,'Jimmer Fredette','PG',25,'NOP',50,'0.188','0.458',58,178
2015,'Joel Freeland','C',27,'POR',48,'0','0.49',16,169
2015,'Channing Frye','PF',31,'ORL',75,'0.393','0.39',94,549
2015,'Danilo Gallinari','SF',26,'DEN',59,'0.355','0.453',83,734
2015,'Langston Galloway','PG',23,'NYK',45,'0.352','0.424',150,533
2015,'Francisco Garcia','SF',33,'HOU',14,'0.222','0.389',15,45
2015,'Kevin Garnett','PF',38,'TOT',47,'0.143','0.475',77,323
2015,'Kevin Garnett','PF',38,'BRK',42,'0.167','0.461',69,285
2015,'Kevin Garnett','PF',38,'MIN',5,0,'0.6',8,38
